Region;Period;Cause_death;Sex;Age.Group;Obitos_1;Obitos_2;Pop1;Pop2
Central-West;2019/2023;Infec_parasit;Male;20;43;43;676665;672087
Central-West;2019/2023;Neoplasms;Male;20;49;51;676665;672087
Central-West;2019/2023;Pregnancy;Male;20;0;0;676665;672087
Central-West;2019/2023;Respiratory;Male;20;23;28;676665;672087
Central-West;2019/2023;Undefined;Male;20;31;39;676665;672087
Central-West;2019/2023;All_causes;Male;25;1529;1637;668891;683279
Central-West;2019/2023;All_other_causes;Male;25;130;120;668891;683279
Central-West;2019/2023;Circulatory;Male;25;61;83;668891;683279
Central-West;2019/2023;Covid;Male;25;0;3;668891;683279
Central-West;2019/2023;External_causes;Male;25;1127;1202;668891;683279
Central-West;2019/2023;Infec_parasit;Male;25;87;70;668891;683279
Central-West;2019/2023;Neoplasms;Male;25;55;63;668891;683279
Central-West;2019/2023;Pregnancy;Male;25;0;0;668891;683279
Central-West;2019/2023;Respiratory;Male;25;28;54;668891;683279
Central-West;2019/2023;Undefined;Male;25;41;42;668891;683279
Central-West;2019/2023;All_causes;Male;30;1535;1645;672090;670588
Central-West;2019/2023;All_other_causes;Male;30;199;188;672090;670588
Central-West;2019/2023;Circulatory;Male;30;109;130;672090;670588
Central-West;2019/2023;Covid;Male;30;0;8;672090;670588
Central-West;2019/2023;External_causes;Male;30;990;1031;672090;670588
Central-West;2019/2023;Infec_parasit;Male;30;85;112;672090;670588
Central-West;2019/2023;Neoplasms;Male;30;71;74;672090;670588
Central-West;2019/2023;Pregnancy;Male;30;0;0;672090;670588
Central-West;2019/2023;Respiratory;Male;30;31;46;672090;670588
Central-West;2019/2023;Undefined;Male;30;50;56;672090;670588
Central-West;2019/2023;All_causes;Male;35;1861;1907;666628;675446
Central-West;2019/2023;All_other_causes;Male;35;300;330;666628;675446
Central-West;2019/2023;Circulatory;Male;35;187;234;666628;675446
Central-West;2019/2023;Covid;Male;35;0;9;666628;675446
Central-West;2019/2023;External_causes;Male;35;958;980;666628;675446
Central-West;2019/2023;Infec_parasit;Male;35;124;106;666628;675446
Central-West;2019/2023;Neoplasms;Male;35;142;107;666628;675446
Central-West;2019/2023;Pregnancy;Male;35;0;0;666628;675446
Central-West;2019/2023;Respiratory;Male;35;63;70;666628;675446
Central-West;2019/2023;Undefined;Male;35;87;71;666628;675446
Central-West;2019/2023;All_causes;Male;40;2140;2420;600017;656633
Central-West;2019/2023;All_other_causes;Male;40;457;490;600017;656633
Central-West;2019/2023;Circulatory;Male;40;360;388;600017;656633
Central-West;2019/2023;Covid;Male;40;1;14;600017;656633
Central-West;2019/2023;External_causes;Male;40;767;941;600017;656633
Central-West;2019/2023;Infec_parasit;Male;40;138;148;600017;656633
Central-West;2019/2023;Neoplasms;Male;40;207;223;600017;656633
Central-West;2019/2023;Pregnancy;Male;40;0;0;600017;656633
Central-West;2019/2023;Respiratory;Male;40;92;119;600017;656633
Central-West;2019/2023;Undefined;Male;40;118;97;600017;656633
Central-West;2019/2023;All_causes;Male;45;2459;2816;522330;574658
Central-West;2019/2023;All_other_causes;Male;45;573;619;522330;574658
Central-West;2019/2023;Circulatory;Male;45;513;593;522330;574658
Central-West;2019/2023;Covid;Male;45;0;19;522330;574658
Central-West;2019/2023;External_causes;Male;45;652;799;522330;574658
Central-West;2019/2023;Infec_parasit;Male;45;154;153;522330;574658
Central-West;2019/2023;Neoplasms;Male;45;326;378;522330;574658
Central-West;2019/2023;Pregnancy;Male;45;0;0;522330;574658
Central-West;2019/2023;Respiratory;Male;45;124;137;522330;574658
Central-West;2019/2023;Undefined;Male;45;117;118;522330;574658
Central-West;2019/2023;All_causes;Male;5;113;134;600756;628721
Central-West;2019/2023;All_other_causes;Male;5;39;42;600756;628721
Central-West;2019/2023;Circulatory;Male;5;3;5;600756;628721
Central-West;2019/2023;Covid;Male;5;0;0;600756;628721
Central-West;2019/2023;External_causes;Male;5;27;43;600756;628721
Central-West;2019/2023;Infec_parasit;Male;5;7;6;600756;628721
Central-West;2019/2023;Neoplasms;Male;5;26;18;600756;628721
Central-West;2019/2023;Pregnancy;Male;5;0;0;600756;628721
Central-West;2019/2023;Respiratory;Male;5;9;15;600756;628721
Central-West;2019/2023;Undefined;Male;5;2;5;600756;628721
Central-West;2019/2023;All_causes;Male;50;3162;3289;460072;498403
Central-West;2019/2023;All_other_causes;Male;50;713;757;460072;498403
Central-West;2019/2023;Circulatory;Male;50;820;827;460072;498403
Central-West;2019/2023;Covid;Male;50;0;16;460072;498403
Central-West;2019/2023;External_causes;Male;50;576;673;460072;498403
Central-West;2019/2023;Infec_parasit;Male;50;159;164;460072;498403
Central-West;2019/2023;Neoplasms;Male;50;565;532;460072;498403
Central-West;2019/2023;Pregnancy;Male;50;0;0;460072;498403
Central-West;2019/2023;Respiratory;Male;50;198;183;460072;498403
Central-West;2019/2023;Undefined;Male;50;131;137;460072;498403
Central-West;2019/2023;All_causes;Male;55;3814;4268;385164;429270
Central-West;2019/2023;All_other_causes;Male;55;819;960;385164;429270
Central-West;2019/2023;Circulatory;Male;55;1029;1169;385164;429270
Central-West;2019/2023;Covid;Male;55;0;27;385164;429270
Central-West;2019/2023;External_causes;Male;55;489;607;385164;429270
Central-West;2019/2023;Infec_parasit;Male;55;177;188;385164;429270
Central-West;2019/2023;Neoplasms;Male;55;863;843;385164;429270
Central-West;2019/2023;Pregnancy;Male;55;0;0;385164;429270
Central-West;2019/2023;Respiratory;Male;55;285;309;385164;429270
Central-West;2019/2023;Undefined;Male;55;152;165;385164;429270
Central-West;2019/2023;All_causes;Male;60;4463;5121;301554;346417
Central-West;2019/2023;All_other_causes;Male;60;908;1158;301554;346417
Central-West;2019/2023;Circulatory;Male;60;1441;1509;301554;346417
Central-West;2019/2023;Covid;Male;60;0;35;301554;346417
Central-West;2019/2023;External_causes;Male;60;378;481;301554;346417
Central-West;2019/2023;Infec_parasit;Male;60;194;207;301554;346417
Central-West;2019/2023;Neoplasms;Male;60;1016;1140;301554;346417
Central-West;2019/2023;Pregnancy;Male;60;0;0;301554;346417
Central-West;2019/2023;Respiratory;Male;60;399;450;301554;346417
Central-West;2019/2023;Undefined;Male;60;127;141;301554;346417
Central-West;2019/2023;All_causes;Male;65;4913;5778;222549;260228
Central-West;2019/2023;All_other_causes;Male;65;1031;1224;222549;260228
Central-West;2019/2023;Circulatory;Male;65;1578;1816;222549;260228
Central-West;2019/2023;Covid;Male;65;0;57;222549;260228
Central-West;2019/2023;External_causes;Male;65;310;445;222549;260228
Central-West;2019/2023;Infec_parasit;Male;65;196;241;222549;260228
Central-West;2019/2023;Neoplasms;Male;65;1120;1240;222549;260228
Central-West;2019/2023;Pregnancy;Male;65;0;0;222549;260228
Central-West;2019/2023;Respiratory;Male;65;539;598;222549;260228
Central-West;2019/2023;Undefined;Male;65;139;157;222549;260228
Central-West;2019/2023;All_causes;Male;70;4993;5973;154594;182954
Central-West;2019/2023;All_other_causes;Male;70;954;1229;154594;182954
Central-West;2019/2023;Circulatory;Male;70;1699;2016;154594;182954
Central-West;2019/2023;Covid;Male;70;0;65;154594;182954
Central-West;2019/2023;External_causes;Male;70;248;315;154594;182954
Central-West;2019/2023;Infec_parasit;Male;70;203;228;154594;182954
Central-West;2019/2023;Neoplasms;Male;70;1120;1256;154594;182954
Central-West;2019/2023;Pregnancy;Male;70;0;0;154594;182954
Central-West;2019/2023;Respiratory;Male;70;632;736;154594;182954
Central-West;2019/2023;Undefined;Male;70;137;128;154594;182954
Central-West;2019/2023;All_causes;Male;75;5088;5854;102336;118256
Central-West;2019/2023;All_other_causes;Male;75;1079;1253;102336;118256
Central-West;2019/2023;Circulatory;Male;75;1666;1930;102336;118256
Central-West;2019/2023;Covid;Male;75;0;61;102336;118256
Central-West;2019/2023;External_causes;Male;75;222;292;102336;118256
Central-West;2019/2023;Infec_parasit;Male;75;192;188;102336;118256
Central-West;2019/2023;Neoplasms;Male;75;984;1144;102336;118256
Central-West;2019/2023;Pregnancy;Male;75;0;0;102336;118256
Central-West;2019/2023;Respiratory;Male;75;797;851;102336;118256
Central-West;2019/2023;Undefined;Male;75;148;135;102336;118256
Central-West;2019/2023;All_causes;Male;80;4831;5386;62842;69663
Central-West;2019/2023;All_other_causes;Male;80;1018;1272;62842;69663
Central-West;2019/2023;Circulatory;Male;80;1529;1688;62842;69663
Central-West;2019/2023;Covid;Male;80;0;68;62842;69663
Central-West;2019/2023;External_causes;Male;80;199;233;62842;69663
Central-West;2019/2023;Infec_parasit;Male;80;193;182;62842;69663
Central-West;2019/2023;Neoplasms;Male;80;886;913;62842;69663
Central-West;2019/2023;Pregnancy;Male;80;0;0;62842;69663
Central-West;2019/2023;Respiratory;Male;80;883;910;62842;69663
Central-West;2019/2023;Undefined;Male;80;123;120;62842;69663
Central-West;2019/2023;All_causes;Male;85;6261;7366;28056;33800
Central-West;2019/2023;All_other_causes;Male;85;1502;1819;28056;33800
Central-West;2019/2023;Circulatory;Male;85;1892;2154;28056;33800
Central-West;2019/2023;Covid;Male;85;0;119;28056;33800
Central-West;2019/2023;External_causes;Male;85;264;303;28056;33800
Central-West;2019/2023;Infec_parasit;Male;85;219;232;28056;33800
Central-West;2019/2023;Neoplasms;Male;85;811;1012;28056;33800
Central-West;2019/2023;Pregnancy;Male;85;0;0;28056;33800
Central-West;2019/2023;Respiratory;Male;85;1354;1505;28056;33800
Central-West;2019/2023;Undefined;Male;85;219;222;28056;33800
North;2019/2020;All_causes;Female;0;2075;1920;154561;149920
North;2019/2020;All_other_causes;Female;0;1661;1576;154561;149920
North;2019/2020;Circulatory;Female;0;19;17;154561;149920
North;2019/2020;Covid;Female;0;2;40;154561;149920
North;2019/2020;External_causes;Female;0;54;44;154561;149920
North;2019/2020;Infec_parasit;Female;0;91;92;154561;149920
North;2019/2020;Neoplasms;Female;0;12;8;154561;149920
North;2019/2020;Pregnancy;Female;0;0;0;154561;149920
North;2019/2020;Respiratory;Female;0;168;73;154561;149920
North;2019/2020;Undefined;Female;0;68;70;154561;149920
North;2019/2020;All_causes;Female;1;469;401;615272;609390
North;2019/2020;All_other_causes;Female;1;125;90;615272;609390
North;2019/2020;Circulatory;Female;1;15;13;615272;609390
North;2019/2020;Covid;Female;1;0;19;615272;609390
North;2019/2020;External_causes;Female;1;89;96;615272;609390
North;2019/2020;Infec_parasit;Female;1;58;55;615272;609390
North;2019/2020;Neoplasms;Female;1;33;32;615272;609390
North;2019/2020;Pregnancy;Female;1;0;0;615272;609390
North;2019/2020;Respiratory;Female;1;112;61;615272;609390
North;2019/2020;Undefined;Female;1;37;35;615272;609390
North;2019/2020;All_causes;Female;10;237;253;812166;800989
North;2019/2020;All_other_causes;Female;10;64;57;812166;800989
North;2019/2020;Circulatory;Female;10;16;11;812166;800989
North;2019/2020;Covid;Female;10;0;10;812166;800989
North;2019/2020;External_causes;Female;10;66;91;812166;800989
North;2019/2020;Infec_parasit;Female;10;13;16;812166;800989
North;2019/2020;Neoplasms;Female;10;33;32;812166;800989
North;2019/2020;Pregnancy;Female;10;6;3;812166;800989
North;2019/2020;Respiratory;Female;10;24;12;812166;800989
North;2019/2020;Undefined;Female;10;15;21;812166;800989
North;2019/2020;All_causes;Female;15;449;460;832093;822536
North;2019/2020;All_other_causes;Female;15;88;81;832093;822536
North;2019/2020;Circulatory;Female;15;22;19;832093;822536
North;2019/2020;Covid;Female;15;0;26;832093;822536
North;2019/2020;External_causes;Female;15;189;174;832093;822536
North;2019/2020;Infec_parasit;Female;15;19;30;832093;822536
North;2019/2020;Neoplasms;Female;15;35;38;832093;822536
North;2019/2020;Pregnancy;Female;15;38;44;832093;822536
North;2019/2020;Respiratory;Female;15;28;18;832093;822536
North;2019/2020;Undefined;Female;15;30;30;832093;822536
North;2019/2020;All_causes;Female;20;505;554;823744;826202
North;2019/2020;All_other_causes;Female;20;106;89;823744;826202
North;2019/2020;Circulatory;Female;20;28;36;823744;826202
North;2019/2020;Covid;Female;20;0;48;823744;826202
North;2019/2020;External_causes;Female;20;176;193;823744;826202
North;2019/2020;Infec_parasit;Female;20;34;35;823744;826202
North;2019/2020;Neoplasms;Female;20;56;42;823744;826202
North;2019/2020;Pregnancy;Female;20;50;63;823744;826202
North;2019/2020;Respiratory;Female;20;29;18;823744;826202
North;2019/2020;Undefined;Female;20;26;30;823744;826202
North;2019/2020;All_causes;Female;25;605;670;763981;772381
North;2019/2020;All_other_causes;Female;25;92;88;763981;772381
North;2019/2020;Circulatory;Female;25;56;43;763981;772381
North;2019/2020;Covid;Female;25;0;52;763981;772381
North;2019/2020;External_causes;Female;25;176;196;763981;772381
North;2019/2020;Infec_parasit;Female;25;57;76;763981;772381
North;2019/2020;Neoplasms;Female;25;96;81;763981;772381
North;2019/2020;Pregnancy;Female;25;59;60;763981;772381
