IDADE;SEXO;ANO;SIGLA;LOCAL;nMx;nAx;nqx;lx;ndx;nLx;Sx;Tx;ex
45;Mulheres;2023;CO;Centro-Oeste;0,0026;2,64689;0,01291;95.642;1.235;475.305;0,98468;3.589.315;37,53
50;Mulheres;2023;CO;Centro-Oeste;0,00364;2,64404;0,01804;94.407;1.703;468.023;0,97806;3.114.010;32,98
55;Mulheres;2023;CO;Centro-Oeste;0,00538;2,65956;0,02656;92.704;2.462;457.756;0,96706;2.645.986;28,54
60;Mulheres;2023;CO;Centro-Oeste;0,00826;2,66727;0,04053;90.242;3.657;442.677;0,94886;2.188.230;24,25
65;Mulheres;2023;CO;Centro-Oeste;0,01304;2,6478;0,06326;86.584;5.477;420.038;0,92416;1.745.553;20,16
70;Mulheres;2023;CO;Centro-Oeste;0,01913;2,66349;0,09157;81.107;7.427;388.181;0,87822;1.325.515;16,34
75;Mulheres;2023;CO;Centro-Oeste;0,03461;2,67013;0,16014;73.680;11.799;340.909;0,79202;937.334;12,72
80;Mulheres;2023;CO;Centro-Oeste;0,0612;2,61585;0,26704;61.881;16.525;270.007;0,65611;596.424;9,64
85;Mulheres;2023;CO;Centro-Oeste;0,1113;2,48313;0,43472;45.356;19.717;177.156;0,45727;326.417;7,2
90;Mulheres;2023;CO;Centro-Oeste;0,17177;5,82164;1;25.639;25.639;149.262; -   ;149.262;5,82
0;Homens;2023;CO;Centro-Oeste;0,01379;0,08166;0,01362;100.000;1.362;98.749;0,9854;7.334.294;73,34
1;Homens;2023;CO;Centro-Oeste;0,00064;1,61193;0,00254;98.638;251;393.953;0,9977;7.235.544;73,35
5;Homens;2023;CO;Centro-Oeste;0,00029;2,37718;0,00143;98.387;141;491.567;0,99852;6.841.592;69,54
10;Homens;2023;CO;Centro-Oeste;0,00036;2,80364;0,00182;98.246;179;490.839;0,99637;6.350.025;64,63
15;Homens;2023;CO;Centro-Oeste;0,00123;2,879;0,00615;98.068;604;489.058;0,99112;5.859.186;59,75
20;Homens;2023;CO;Centro-Oeste;0,00228;2,63624;0,01131;97.464;1.103;484.713;0,98803;5.370.128;55,1
25;Homens;2023;CO;Centro-Oeste;0,00243;2,51241;0,01207;96.361;1.163;478.914;0,98786;4.885.415;50,7
30;Homens;2023;CO;Centro-Oeste;0,00247;2,52888;0,01229;95.198;1.170;473.100;0,98691;4.406.501;46,29
35;Homens;2023;CO;Centro-Oeste;0,00286;2,57811;0,0142;94.028;1.335;466.907;0,98391;3.933.401;41,83
40;Homens;2023;CO;Centro-Oeste;0,0037;2,60654;0,01836;92.693;1.701;459.394;0,97878;3.466.493;37,4
45;Homens;2023;CO;Centro-Oeste;0,00495;2,61116;0,02445;90.992;2.225;449.645;0,97182;3.007.100;33,05
50;Homens;2023;CO;Centro-Oeste;0,00664;2,63305;0,03266;88.767;2.899;436.973;0,95992;2.557.455;28,81
55;Homens;2023;CO;Centro-Oeste;0,01001;2,64729;0,04891;85.868;4.200;419.458;0,94044;2.120.482;24,69
60;Homens;2023;CO;Centro-Oeste;0,01487;2,63656;0,07184;81.668;5.867;394.475;0,91192;1.701.023;20,83
65;Homens;2023;CO;Centro-Oeste;0,02238;2,60502;0,10619;75.801;8.049;359.728;0,87693;1.306.549;17,24
70;Homens;2023;CO;Centro-Oeste;0,03079;2,60126;0,14338;67.752;9.714;315.457;0,82199;946.820;13,97
75;Homens;2023;CO;Centro-Oeste;0,0495;2,59396;0,22117;58.037;12.836;259.303;0,72949;631.363;10,88
80;Homens;2023;CO;Centro-Oeste;0,07931;2,54378;0,3319;45.201;15.002;189.158;0,5923;372.060;8,23
85;Homens;2023;CO;Centro-Oeste;0,135;2,42429;0,50085;30.199;15.125;112.038;0,38745;182.902;6,06
90;Homens;2023;CO;Centro-Oeste;0,21271;4,70113;1;15.074;15.074;70.865; -   ;70.865;4,7
